cols,hsnsac
"ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS - STOPPERS, LIDS, CAPS AND OTHER CLOSURES : CAPS AND CLOSURES FOR BOTTLES",39235010
"ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS - STOPPERS, LIDS, CAPS AND OTHER CLOSURES : OTHER",39235090
Other,392390
"ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS - OTHER : INSULATED WARE",39239010
"ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS - OTHER : ASEPTIC BAGS",39239020
"ARTICLES FOR THE CONVEYANCE OR PACKING OF GOODS, OF PLASTICS; STOPPERS, LIDS, CAPS AND OTHER CLOSURES, OF PLASTICS - OTHER : OTHER",39239090
"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND HYGIENIC OR TOILET ARTICLES, OF PLASTICS",3924
Tableware and kitchenware,392410
"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND HYGIENIC OR TOILET ARTICLES, OF PLASTICS - TABLEWARE AND KITCHENWARE : INSULATED WARE",39241010
"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND HYGIENIC OR TOILET ARTICLES, OF PLASTICS - TABLEWARE AND KITCHENWARE : OTHER",39241090
Other,392490
"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND HYGIENIC OR TOILET ARTICLES, OF PLASTICS - OTHER : TOILET ARTICLES",39249010
"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND HYGIENIC OR TOILET ARTICLES, OF PLASTICS - OTHER : INSULATED WARE",39249020
"TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND HYGIENIC OR TOILET ARTICLES, OF PLASTICS - OTHER : OTHER",39249090
"BUILDERS’ WARE OF PLASTICS, NOT ELSEWHERE SPECIFIED OR INCLUDED",3925
"BUILDERS WARE OF PLASTICS, NOT ELSEWHERE SPECIFIED OR INCLUDED - RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS, OF A CAPACITY EXCEEDING 300 L",39251000
"BUILDERS WARE OF PLASTICS, NOT ELSEWHERE SPECIFIED OR INCLUDED - DOORS, WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS",39252000
"BUILDERS WARE OF PLASTICS, NOT ELSEWHERE SPECIFIED OR INCLUDED - SHUTTERS, BLINDS (INCLUDING VENETIAN BLINDS) AND SIMILAR ARTICLES AND PARTS THEREOF",39253000
Other,392590
"BUILDERS WARE OF PLASTICS, NOT ELSEWHERE SPECIFIED OR INCLUDED - OTHER : OF POLYURETHANE",39259010
"BUILDERS WARE OF PLASTICS, NOT ELSEWHERE SPECIFIED OR INCLUDED - OTHER : OTHER",39259090
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914,3926
Office or school supplies,392610
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914 - OFFICE OR SCHOOL SUPPLIES: OFFICE SUPPLIES OF A KIND CLASSIFIED AS STATIONERY OTHER THAN PINS, CLIPS, AND WRITING INSTRUMENTS : OF POLYURETHANE FOAM",39261011
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914 - OFFICE OR SCHOOL SUPPLIES: OFFICE SUPPLIES OF A KIND CLASSIFIED AS STATIONERY OTHER THAN PINS, CLIPS, AND WRITING INSTRUMENTS : OTHER",39261019
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914 - OFFICE OR SCHOOL SUPPLIES: OTHER : OF POLYURETHANE FOAM,39261091
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914 - OFFICE OR SCHOOL SUPPLIES: OTHER : OTHER,39261099
"Articles of apparel and clothing accessories (including gloves, mittens and mitts)",392620
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : I - GLOVES: DISPOSABLE",39262011
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : I - GLOVES: NON - DISPOSABLE",39262019
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : APRONS : OF POLYURETHANE FOAM",39262021
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : APRONS : OTHER",39262029
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : PLASTIC STICKERS FOR GARMENTS : OF POLYURETHANE FOAM",39262031
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : PLASTIC STICKERS FOR GARMENTS : OTHER",39262039
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : COLLAR STAYS, PATTIES, BUTTERFLY, SHOULDER - PADS AND OTHER STAYS : OF POLYURETHANE FOAM",39262041
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : COLLAR STAYS, PATTIES, BUTTERFLY, SHOULDER - PADS AND OTHER STAYS : OTHER",39262049
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : OTHER : OF POLYURETHANE FOAM",39262091
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- ARTICLES OF APPAREL AND CLOTHING ACCESSORIES (INCLUDING GLOVES, MITTENS AND MITTS) : OTHER : OTHER",39262099
"Fittings for furniture, coach work or the like",392630
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- FITTINGS FOR FURNITURE, COACH WORK OR THE LIKE : OF POLYURETHANE FOAM",39263010
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- FITTINGS FOR FURNITURE, COACH WORK OR THE LIKE : OTHER",39263090
Statuettes and other ornamental articles,392640
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : BANGLES : OF POLYURETHANE FOAM,39264011
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : BANGLES : OTHER,39264019
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : BEADS : OF POLYURETHANE FOAM,39264021
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : BEADS : OTHER,39264029
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : STATUETTES : OF POLYURETHANE FOAM,39264031
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : STATUETTES : OTHER,39264039
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : TABLE AND OTHER HOUSEHOLD ARTICLES (INCLUDING HOTEL AND RESTAURANT) FOR DECORATION : OF POLYURETHANE FOAM,39264041
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : TABLE AND OTHER HOUSEHOLD ARTICLES (INCLUDING HOTEL AND RESTAURANT) FOR DECORATION : OTHER,39264049
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : DECORATIVE SHEETS : OF POLYURETHANE FOAM,39264051
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : DECORATIVE SHEETS : OTHER,39264059
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES :SEQUINE,39264060
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : OTHER : OF POLYURETHANE FOAM,39264091
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- STATUETTES AND OTHER ORNAMENTAL ARTICLES : OTHER : OTHER,39264099
Other,392690
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : PVC BELT CONVEYOR,39269010
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : COUPLERS, PACKING RINGS, O RINGS AND THE LIKE: OF POLYURETHANE FOAM",39269021
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : COUPLERS, PACKING RINGS, O RINGS AND THE LIKE: OTHER",39269029
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : LASTS, WITH OR WITHOUT STEEL HINGES ; EVA AND GRAPE SHEETS FOR SOLES AND HEELS; WELTS: OF POLYURETHANE FOAM",39269031
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : LASTS, WITH OR WITHOUT STEEL HINGES ; EVA AND GRAPE SHEETS FOR SOLES AND HEELS; WELTS: OTHER",39269039
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : RINGS, BUCKLES, TACKS, WASHERS AND OTHER DECORATIVE FITTINGS MADE OF PLASTIC USED AS TRIMMINGS AND EMBELLISHMENTS FOR LEATHER PRODUCTS; PATTERNS FOR LEATHER FOOT WEAR, LEATHER GARMENTS AND LEATHER GOODS: OF POLYURETHANE FOAM",39269041
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : RINGS, BUCKLES, TACKS, WASHERS AND OTHER DECORATIVE FITTINGS MADE OF PLASTIC USED AS TRIMMINGS AND EMBELLISHMENTS FOR LEATHER PRODUCTS; PATTERNS FOR LEATHER FOOT WEAR, LEATHER GARMENTS AND LEATHER GOODS: OTHER",39269049
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : RETROREFLECTIVE SHEETING OF OTHER THAN OF HEADING 3920 : OF POLYURETHANE FOAM,39269051
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : RETROREFLECTIVE SHEETING OF OTHER THAN OF HEADING 3920 : OTHER,39269059
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : HANGERS : OF POLYURETHANE FOAM,39269061
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : HANGERS : OTHER,39269069
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : PLASTIC OR NYLON TIPPED HAMMERS; INSULATING LINER OF NYLON , HDPE : OF POLYURETHANE FOAM",39269071
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : PLASTIC OR NYLON TIPPED HAMMERS; INSULATING LINER OF NYLON , HDPE : OTHER",39269079
"OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : POLYPROPYLENE ARTICLES, NOT ELSEWHERE SPECIFIED OR INCLUDED",39269080
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : OTHER: OF POLYURETHANE FOAM,39269091
OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914- OTHER : OTHER: OTHER,39269099
Rubber and articles thereof,40
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",4001
"Natural rubber latex, whether or not pre-vulcanised",400110
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - NATURAL RUBBER LATEX, WHETHER OR NOT PREVULCANISED : PREVULCANISED",40011010
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - NATURAL RUBBER LATEX, WHETHER OR NOT PREVULCANISED : OTHER THAN PREVULCANISED",40011020
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - NATURAL RUBBER IN OTHER FORMS : SMOKED SHEETS",40012100
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - NATURAL RUBBER IN OTHER FORMS : TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR)",40012200
Other,400129
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - NATURAL RUBBER IN OTHER FORMS : OTHER : HEVEA",40012910
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - NATURAL RUBBER IN OTHER FORMS : OTHER : PALE CREPE",40012920
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - NATURAL RUBBER IN OTHER FORMS : OTHER : ESTATE BROWN CREPE",40012930
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - NATURAL RUBBER IN OTHER FORMS : OTHER : OIL EXTENDED NATURAL RUBBER",40012940
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - NATURAL RUBBER IN OTHER FORMS : OTHER : OTHER",40012990
"NATURAL RUBBER, BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP BALATA, GUTTA-PERCHA, GUAYULE, CHICLE AND SIMILAR NATURAL GUMS",40013000
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR) :",4002
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - STYRENE-BUTADIENE RUBBER (SBR); CARBOXYLATED STYRENE-BUTADIENE RUBBER (XSBR) : LATEX",40021100
Other,400219
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - STYRENE-BUTADIENE RUBBER (SBR); CARBOXYLATED STYRENE-BUTADIENE RUBBER (XSBR) : - OTHER : OIL EXTENDED STYRENE BUTADIENE RUBBER",40021910
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - STYRENE-BUTADIENE RUBBER (SBR); CARBOXYLATED STYRENE-BUTADIENE RUBBER (XSBR) : - OTHER : STYRENE BUTADIENE RUBBER WITH STYRENE CONTENT EXCEEDING 50%",40021920
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - STYRENE-BUTADIENE RUBBER (SBR); CARBOXYLATED STYRENE-BUTADIENE RUBBER (XSBR) : - OTHER : STYRENE BUTADIENE STYRENE OIL BOUND COPOLYMER",40021930
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - STYRENE-BUTADIENE RUBBER (SBR); CARBOXYLATED STYRENE-BUTADIENE RUBBER (XSBR) : - OTHER : OTHER",40021990
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPBUTADIENE RUBBER (BR)",40022000
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- ISOBUTENE-ISOPRENE (BUTYL) RUBBER (IIR); HALO-ISOBUTENE-ISOPRENE RUBBER (CIIR OR BIIR) : ISOBUTENE-ISOPRENE (BUTYL) RUBBER (IIR)",40023100
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- ISOBUTENE-ISOPRENE (BUTYL) RUBBER (IIR); HALO-ISOBUTENE-ISOPRENE RUBBER (CIIR OR BIIR) : OTHER",40023900
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- CHLORPRENE (CHLOROBUTADIENE) RUBBER (CR) : LATEX",40024100
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- CHLORPRENE (CHLOROBUTADIENE) RUBBER (CR) : OTHER",40024900
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- ACRYLONITRILE-BUTADIENE RUBBER (NBR) : LATEX",40025100
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- ACRYLONITRILE-BUTADIENE RUBBER (NBR) : OTHER",40025900
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPISOPRENE RUBBER (IR)",40026000
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIPETHYLENE-PROPYLENE-NON-CONJUGATED DIENE RUBBER (EPDM)",40027000
Mixtures of any product of heading 40 01 with any product of this heading,400280
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- MIXTURES OF ANY PRODUCT OF HEADING 40 01 WITH ANY PRODUCT OF THIS HEADING : LATEX",40028010
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- MIXTURES OF ANY PRODUCT OF HEADING 40 01 WITH ANY PRODUCT OF THIS HEADING : CHEMICALLY MODIFIED FORM OF NATURAL RUBBER INCLUDING GRAFT RUBBER",40028020
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- MIXTURES OF ANY PRODUCT OF HEADING 40 01 WITH ANY PRODUCT OF THIS HEADING : OTHER",40028090
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- OTHER : LATEX",40029100
Other,400299
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- OTHER : OTHER FACTICE (RUBBER SUBSTITUTE DERIVED FROM OIL)",40029910
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- OTHER : OTHERTREAD RUBBER COMPOUND, CUSHION COMPOUND, CUSHION GUM AND TREAD GUM FOR RESOLING OR REPAIRING OR RETREADING RUBBER TYRES",40029920
"SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRODUCT OF HEADING 4001 WITH ANY PRODUCT OF THIS HEADING, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP- OTHER : OTHEROTHER",40029990
"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",4003
"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",40030000
"WASTE, PARINGS AND SCRAP OF RUBBER (OTHER THAN HARD RUBBER) AND POWDERS AND GRANULES OBTAINED THEREFROM",4004
"WASTE, PARINGS AND SCRAP OF RUBBER (OTHER THAN HARD RUBBER) AND POWDERS AND GRANULES OBTAINED THEREFROM",40040000
"COMPOUNDED RUBBER, UNVULCANISED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP",4005
"COMPOUNDED RUBBER, UNVULCANISED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP COMPOUNDED WITH CARBON BLACK OR SILICA",40051000
Solutions; dispersions other than those of sub-heading 4005 10,400520
"COMPOUNDED RUBBER, UNVULCANISED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - SOLUTIONS; DISPERSIONS OTHER THAN THOSE OF SUB-HEADING 4005 10 : CAN SEALING COMPOUND",40052010
"COMPOUNDED RUBBER, UNVULCANISED, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP - SOLUTIONS; DISPERSIONS OTHER THAN THOSE OF SUB-HEADING 4005 10 : OTHER",40052090
"Plates, sheets and strip",400591
